PROJECT,CLASS,COMPLEXITY,COUPLING
spring-boot,DevToolsHomePropertiesPostProcessor,8,5
spring-boot,DevToolsPropertyDefaultsPostProcessor,4,5
spring-boot,ChangedFile,10,2
spring-boot,ChangedFiles,10,2
spring-boot,FileSnapshot,9,1
spring-boot,FileSystemWatcher,16,3
spring-boot,FolderSnapshot,25,4
spring-boot,Connection,19,6
spring-boot,ConnectionClosedException,1,0
spring-boot,ConnectionInputStream,9,1
spring-boot,ConnectionOutputStream,4,1
spring-boot,Frame,13,4
spring-boot,LiveReloadServer,24,2
spring-boot,RemoteSpringApplication,8,9
spring-boot,RemoteUrlPropertyExtractor,6,6
spring-boot,ClassPathChangeUploader,16,14
spring-boot,DelayedLiveReloadTrigger,10,6
spring-boot,HttpHeaderInterceptor,2,5
spring-boot,LocalDebugPortAvailableCondition,5,7
spring-boot,LoggingTunnelClientListener,2,2
spring-boot,RemoteClientConfiguration,10,36
spring-boot,AccessManager,1,2
spring-boot,Dispatcher,5,5
spring-boot,DispatcherFilter,8,14
spring-boot,HttpHeaderAccessManager,2,2
spring-boot,HttpStatusHandler,3,4
spring-boot,UrlHandlerMapper,3,4
spring-boot,ClassLoaderFile,7,2
spring-boot,ClassLoaderFileRepository,1,3
spring-boot,ClassLoaderFileURLStreamHandler,2,2
spring-boot,ClassLoaderFiles,12,5
spring-boot,RestartClassLoader,31,9
spring-boot,AgentReloader,5,0
spring-boot,ChangeableUrls,23,3
spring-boot,DefaultRestartInitializer,8,2
spring-boot,FailureHandler,1,2
spring-boot,MainMethod,10,1
spring-boot,OnInitializedRestarterCondition,5,8
spring-boot,RestartApplicationListener,11,11
spring-boot,RestartInitializer,1,2
spring-boot,RestartLauncher,4,0
spring-boot,RestartScopeInitializer,1,7
spring-boot,Restarter,63,16
spring-boot,SilentExitExceptionHandler,17,2
spring-boot,DefaultSourceFolderUrlFilter,14,2
spring-boot,HttpRestartServer,4,6
spring-boot,HttpRestartServerHandler,2,4
spring-boot,RestartServer,21,5
spring-boot,DevToolsSettings,14,1
spring-boot,HttpTunnelConnection,8,12
spring-boot,TunnelClient,11,6
spring-boot,TunnelClientListeners,4,1
spring-boot,HttpTunnelPayload,17,8
spring-boot,HttpTunnelPayloadForwarder,4,1
spring-boot,HttpTunnelServer,10,16
spring-boot,HttpTunnelServerHandler,2,4
spring-boot,RemoteDebugPortProvider,7,4
spring-boot,SocketTargetServerConnection,2,4
spring-boot,StaticPortProvider,2,1
spring-boot,SpringApplicationBuilderExample,1,1
spring-boot,TomcatLegacyCookieProcessorExample,0,8
spring-boot,HibernateSearchElasticsearchExample,0,2
spring-boot,SpockTestRestTemplateExample,0,8
spring-boot,RandomPortExampleTests,1,5
spring-boot,RestTemplateProxyCustomizationExample,0,8
spring-boot,LaunchScriptTestApplication,1,1
spring-boot,LaunchVerificationController,1,2
spring-boot,HelloWebSecurityApplication,2,3
spring-boot,SampleActiveMQApplication,2,5
spring-boot,Consumer,1,2
spring-boot,Producer,2,5
spring-boot,ExampleInfoContributor,1,3
spring-boot,HelloWorldService,1,2
spring-boot,SampleActuatorApplication,2,3
spring-boot,SampleController,3,6
spring-boot,ServiceProperties,2,2
spring-boot,SampleActuatorLog4J2Application,1,1
spring-boot,SampleController,2,3
spring-boot,SampleActuatorNoWebApplication,1,1
spring-boot,SampleActuatorUiApplication,4,6
spring-boot,SampleAmqpSimpleApplication,4,8
spring-boot,Sender,1,3
spring-boot,SampleAntApplication,2,2
spring-boot,ServiceMonitor,1,5
spring-boot,SampleAopApplication,2,4
spring-boot,ChatService,4,13
spring-boot,Message,6,1
spring-boot,SampleAtmosphereApplication,3,11
spring-boot,SampleBatchApplication,5,15
spring-boot,Country,7,1
spring-boot,CountryRepository,1,4
spring-boot,SampleCacheApplication,1,3
spring-boot,SampleClient,2,4
spring-boot,CacheManagerCheck,2,4
spring-boot,Customer,3,1
spring-boot,SampleCassandraApplication,2,4
spring-boot,SampleCouchbaseApplication,3,6
spring-boot,User,7,3
spring-boot,SampleElasticsearchApplication,5,4
spring-boot,Customer,9,0
spring-boot,SampleDataGemFireProperties,2,1
spring-boot,Gemstone,13,4
spring-boot,SampleDataGemFireApplication,7,17
spring-boot,GemstoneServiceImpl,10,6
spring-boot,IllegalGemstoneException,1,0
spring-boot,City,7,4
spring-boot,Hotel,6,9
spring-boot,HotelSummary,2,1
spring-boot,Review,14,11
spring-boot,ReviewDetails,11,2
spring-boot,SampleDataJpaApplication,1,1
spring-boot,CitySearchCriteria,4,0
spring-boot,CityServiceImpl,6,11
spring-boot,HotelServiceImpl,6,15
spring-boot,SampleMongoApplication,2,4
spring-boot,SampleNeo4jApplication,2,4
spring-boot,SampleRedisApplication,3,6
spring-boot,SampleDataRestApplication,1,1
spring-boot,Product,13,4
spring-boot,SampleSolrApplication,2,4
spring-boot,MyController,3,5
spring-boot,SampleDevToolsApplication,1,1
spring-boot,Person,5,3
spring-boot,SampleFlywayApplication,2,5
spring-boot,InMemoryCustomerRepository,4,4
spring-boot,SampleHateoasApplication,1,1
spring-boot,CustomerController,3,16
spring-boot,SampleHibernate4Application,1,1
spring-boot,SampleHibernate52Application,1,1
spring-boot,SampleHypermediaApplication,1,1
spring-boot,SampleHypermediaGsonApplication,1,1
spring-boot,Book,2,15
spring-boot,SampleHypermediaJpaApplication,1,1
spring-boot,SampleHypermediaUiApplication,1,1
spring-boot,HelloWorldService,2,3
spring-boot,SampleEndpoint,2,3
spring-boot,SampleIntegrationApplication,6,13
spring-boot,Endpoint,2,4
spring-boot,JerseyConfig,1,2
spring-boot,ReverseEndpoint,1,5
spring-boot,SampleJerseyApplication,1,3
spring-boot,Service,1,2
spring-boot,SampleJersey1Application,4,8
spring-boot,ExampleServletContextListener,2,3
spring-boot,SampleJettyApplication,1,1
spring-boot,MyException,1,0
spring-boot,MyRestResponse,2,0
spring-boot,SampleJettyJspApplication,2,3
spring-boot,WelcomeController,4,9
spring-boot,SampleJettySslApplication,1,1
spring-boot,SampleJetty8Application,1,1
spring-boot,SampleJetty8SslApplication,1,1
spring-boot,SampleJetty92Application,1,1
spring-boot,JooqExamples,5,7
spring-boot,SampleJooqApplication,1,1
spring-boot,TangleFreeGeneratorStrategy,1,3
spring-boot,Note,8,5
spring-boot,Tag,6,5
spring-boot,SampleJpaApplication,1,1
spring-boot,JpaNoteRepository,1,5
spring-boot,JpaTagRepository,1,5
spring-boot,IndexController,1,8
spring-boot,Account,3,3
spring-boot,AccountService,3,5
spring-boot,Messages,1,2
spring-boot,SampleAtomikosApplication,2,5
spring-boot,SampleBitronixApplication,2,5
spring-boot,SampleJndiInitializer,1,2
spring-boot,WebController,3,5
spring-boot,SampleNarayanaApplication,2,5
spring-boot,SampleRuntimeException,1,0
spring-boot,SampleLiquibaseApplication,1,1
spring-boot,SampleLogbackApplication,2,2
spring-boot,HelloWorldService,3,4
spring-boot,SampleDropwizardMetricsApplication,1,1
spring-boot,SampleOpenTsdbExportApplication,3,8
spring-boot,AggregateMetricsConfiguration,4,9
spring-boot,SampleRedisExportApplication,3,10
spring-boot,SampleParentContextApplication,1,14
spring-boot,SampleProfileApplication,2,4
spring-boot,GenericService,1,4
spring-boot,GoodbyeWorldService,1,4
spring-boot,SamplePropertiesValidator,4,3
spring-boot,SamplePropertyValidationApplication,4,6
spring-boot,SampleProperties,4,2
spring-boot,SampleService,3,3
spring-boot,SampleSecureApplication,2,6
spring-boot,Flight,14,4
spring-boot,SampleSecureOAuth2Application,2,6
spring-boot,SampleSecureOAuth2ResourceApplication,2,4
spring-boot,SampleServletApplication,4,9
spring-boot,HelloRestController,2,3
spring-boot,SampleSessionRedisApplication,1,1
spring-boot,ExitException,1,1
spring-boot,SampleSimpleApplication,4,5
spring-boot,VehicleIdentificationNumber,7,1
spring-boot,VehicleIdentificationNumberAttributeConverter,2,4
spring-boot,SampleTestApplication,1,1
spring-boot,WelcomeCommandLineRunner,1,2
spring-boot,RemoteVehicleDetailsService,4,10
spring-boot,VehicleDetails,8,3
spring-boot,VehicleIdentificationNumberNotFoundException,3,1
spring-boot,UserNameNotFoundException,2,1
spring-boot,UserVehicleController,5,8
spring-boot,UserVehicleService,3,7
spring-boot,SampleTestNoMockitoApplication,1,1
spring-boot,SampleTestNGApplication,4,6
spring-boot,SampleTomcatApplication,4,6
spring-boot,SampleTomcatJspApplication,2,3
spring-boot,SampleTomcatTwoConnectorsApplication,4,7
spring-boot,SampleTomcatSslApplication,1,1
spring-boot,SampleTomcat7JspApplication,2,3
spring-boot,WebConfig,4,10
spring-boot,SampleTraditionalApplication,1,1
spring-boot,SampleUndertowApplication,1,1
spring-boot,SampleUndertowSslApplication,1,1
spring-boot,SampleWarApplication,1,3
spring-boot,SampleWebFreeMarkerApplication,1,1
spring-boot,MessageController,8,14
spring-boot,InMemoryMessageRepository,4,2
spring-boot,SampleGroovyTemplateApplication,4,8
spring-boot,SampleWebJspApplication,2,3
spring-boot,SampleMethodSecurityApplication,2,13
spring-boot,SampleWebMustacheApplication,1,1
spring-boot,SampleWebSecureApplication,4,11
spring-boot,SampleWebSecureCustomApplication,4,11
spring-boot,SampleGithubSecureApplication,1,3
spring-boot,SampleWebSecureJdbcApplication,4,12
spring-boot,SampleWebStaticApplication,2,3
spring-boot,SampleWebThymeleaf3Application,4,8
spring-boot,SampleWebUiApplication,4,8
spring-boot,HolidayEndpoint,2,9
spring-boot,SampleWebServicesApplication,1,1
spring-boot,WebServiceConfig,2,7
spring-boot,StubHumanResourceService,1,3
spring-boot,SimpleClientWebSocketHandler,3,6
spring-boot,SimpleGreetingService,1,1
spring-boot,DefaultEchoService,3,1
spring-boot,EchoWebSocketHandler,4,5
spring-boot,SampleJettyWebSocketsApplication,9,17
spring-boot,ReverseWebSocketEndpoint,1,3
spring-boot,Location,14,2
spring-boot,Snake,22,4
spring-boot,SnakeTimer,15,2
spring-boot,SnakeUtils,3,1
spring-boot,SnakeWebSocketHandler,13,7
spring-boot,SampleTomcatWebSocketApplication,9,17
spring-boot,SampleUndertowWebSocketsApplication,9,17
spring-boot,SampleSpringXmlApplication,2,3
spring-boot,ExcludeFilterContextCustomizer,6,3
spring-boot,ExcludeFilterContextCustomizerFactory,1,4
spring-boot,TestTypeExcludeFilter,10,3
spring-boot,ConfigFileApplicationContextInitializer,2,6
spring-boot,ImportsContextCustomizer,13,23
spring-boot,ImportsContextCustomizerFactory,4,5
spring-boot,SpringBootConfigurationFinder,9,3
spring-boot,SpringBootContextLoader,23,20
spring-boot,SpringBootTest,0,2
spring-boot,SpringBootTestContextBootstrapper,47,12
spring-boot,SpringBootTestContextCustomizer,9,18
spring-boot,SpringBootTestContextCustomizerFactory,2,5
spring-boot,AbstractJsonMarshalTester,25,11
spring-boot,BasicJsonTester,14,5
spring-boot,GsonTester,6,9
spring-boot,JacksonTester,8,10
spring-boot,JsonContent,5,4
spring-boot,JsonContentAssert,93,23
spring-boot,JsonLoader,14,3
spring-boot,ObjectContent,5,5
spring-boot,ObjectContentAssert,3,6
spring-boot,Definition,11,3
spring-boot,DefinitionsParser,17,6
spring-boot,MockDefinition,22,11
spring-boot,MockReset,10,7
spring-boot,MockitoAopProxyTargetInterceptor,6,18
spring-boot,MockitoBeans,2,0
spring-boot,MockitoContextCustomizer,8,7
spring-boot,MockitoContextCustomizerFactory,1,5
spring-boot,MockitoPostProcessor,57,29
spring-boot,MockitoTestExecutionListener,7,8
spring-boot,QualifierDefinition,15,5
spring-boot,ResetMocksTestExecutionListener,11,9
spring-boot,SpyDefinition,12,8
spring-boot,SpringBootMockServletContext,14,3
spring-boot,OutputCapture,9,11
spring-boot,ApplicationContextTestUtils,3,2
spring-boot,EnvironmentTestUtils,10,4
spring-boot,LocalHostUriTemplateHandler,3,3
spring-boot,MockServerRestTemplateCustomizer,10,6
spring-boot,RootUriRequestExpectationManager,16,17
spring-boot,TestRestTemplate,53,32
spring-boot,LocalHostWebClient,3,3
spring-boot,LocalHostWebConnectionHtmlUnitDriver,6,4
spring-boot,AnnotationCustomizableTypeExcludeFilter,11,8
spring-boot,FilterAnnotations,12,9
spring-boot,TypeExcludeFiltersContextCustomizer,13,10
spring-boot,TypeExcludeFiltersContextCustomizerFactory,2,6
spring-boot,JsonExcludeFilter,8,4
spring-boot,JsonTestersAutoConfiguration,2,24
spring-boot,DataJpaTypeExcludeFilter,8,6
spring-boot,TestDatabaseAutoConfiguration,3,26
spring-boot,TestEntityManager,16,5
spring-boot,TestEntityManagerAutoConfiguration,1,7
spring-boot,OverrideAutoConfigurationContextCustomizerFactory,3,9
spring-boot,SpringBootDependencyInjectionTestExecutionListener,3,8
spring-boot,AnnotationsPropertySource,40,6
spring-boot,PropertyMappingContextCustomizer,5,6
spring-boot,PropertyMappingContextCustomizerFactory,1,5
spring-boot,RestDocsAutoConfiguration,3,14
spring-boot,RestDocsMockMvcBuilderCustomizer,13,6
spring-boot,RestDocsTestExecutionListener,5,5
spring-boot,RestDocumentationContextProviderRegistrar,1,4
spring-boot,MockRestServiceServerAutoConfiguration,4,12
spring-boot,MockRestServiceServerResetTestExecutionListener,1,3
spring-boot,RestClientExcludeFilter,11,9
spring-boot,WebClientRestTemplateAutoConfiguration,1,7
spring-boot,MockMvcAutoConfiguration,4,15
spring-boot,MockMvcPrintOnlyOnFailureTestExecutionListener,3,4
spring-boot,MockMvcSecurityConfiguration,1,10
spring-boot,MockMvcWebClientAutoConfiguration,3,11
spring-boot,MockMvcWebDriverAutoConfiguration,3,11
spring-boot,SpringBootMockMvcBuilderCustomizer,23,26
spring-boot,WebDriverContextCustomizerFactory,1,6
spring-boot,WebDriverScope,15,12
spring-boot,WebDriverTestExecutionListener,3,4
spring-boot,WebMvcTestContextBootstrapper,1,3
spring-boot,WebMvcTypeExcludeFilter,13,8
spring-boot,FindMainClass,14,3
spring-boot,ShareAntlibLoader,4,3
spring-boot,ConfigurationMetadataGroup,4,2
spring-boot,ConfigurationMetadataHint,9,2
spring-boot,ConfigurationMetadataItem,4,1
spring-boot,ConfigurationMetadataProperty,16,2
spring-boot,ConfigurationMetadataRepositoryJsonBuilder,19,10
spring-boot,ConfigurationMetadataSource,13,1
spring-boot,Deprecation,5,0
spring-boot,DescriptionExtractor,4,1
spring-boot,Hints,4,2
spring-boot,JsonReader,27,12
spring-boot,RawConfigurationMetadata,12,4
spring-boot,SimpleConfigurationMetadataRepository,14,5
spring-boot,ValueHint,7,0
spring-boot,ValueProvider,4,0
spring-boot,ExpressionTree,10,3
spring-boot,JavaCompilerFieldValuesParser,3,7
spring-boot,ReflectionWrapper,10,0
spring-boot,Tree,2,4
spring-boot,Trees,4,3
spring-boot,VariableTree,7,2
spring-boot,FieldValuesParser,1,1
spring-boot,ConfigurationMetadata,31,12
spring-boot,InvalidConfigurationMetadataException,2,0
spring-boot,ItemDeprecation,18,1
spring-boot,ItemHint,11,3
spring-boot,ItemMetadata,30,3
spring-boot,JsonMarshaller,49,13
spring-boot,ConfigurationMetadataAnnotationProcessor,79,10
spring-boot,MetadataCollector,16,4
spring-boot,MetadataStore,15,3
spring-boot,TypeElementMembers,27,2
spring-boot,TypeUtils,32,1
spring-boot,AgentPluginFeatures,1,2
spring-boot,AgentTasksEnhancer,19,8
spring-boot,BuildInfo,15,7
spring-boot,DependencyManagementPluginFeatures,3,5
spring-boot,SpringBootPluginExtension,34,6
spring-boot,DeprecatedSpringBootPlugin,1,3
spring-boot,SpringBootPlugin,2,12
spring-boot,ProjectLibraries,26,15
spring-boot,RepackagePluginFeatures,8,13
spring-boot,RepackageTask,21,16
spring-boot,BootRunTask,9,3
spring-boot,FindMainClassTask,23,14
spring-boot,RunPluginFeatures,14,12
spring-boot,SourceSets,5,4
spring-boot,EmbeddedJarStarter,1,1
spring-boot,ExampleController,1,3
spring-boot,SpringConfiguration,3,2
spring-boot,EmbeddedWarStarter,1,3
spring-boot,WebApplicationInitializersConfiguration,5,4
spring-boot,SpringInitializer,1,3
spring-boot,ExplodedArchive,16,6
spring-boot,JarFileArchive,24,9
spring-boot,ByteArrayRandomAccessData,7,4
spring-boot,RandomAccessDataFile,13,6
spring-boot,AsciiBytes,51,3
spring-boot,Bytes,11,3
spring-boot,CentralDirectoryEndRecord,12,2
spring-boot,CentralDirectoryFileHeader,22,6
spring-boot,CentralDirectoryParser,10,7
spring-boot,Handler,46,2
spring-boot,JarEntry,13,5
spring-boot,JarFile,58,17
spring-boot,JarFileEntries,50,15
spring-boot,JarURLConnection,53,6
spring-boot,ZipInflaterInputStream,11,1
spring-boot,ExecutableArchiveLauncher,10,4
spring-boot,JarLauncher,6,3
spring-boot,LaunchedURLClassLoader,24,2
spring-boot,Launcher,11,3
spring-boot,MainMethodRunner,3,0
spring-boot,PropertiesLauncher,83,10
spring-boot,WarLauncher,5,3
spring-boot,SystemPropertyUtils,33,0
spring-boot,AgentAttacher,4,0
spring-boot,BuildPropertiesWriter,11,2
spring-boot,DefaultLaunchScript,12,2
spring-boot,FileUtils,9,1
spring-boot,JarWriter,30,6
spring-boot,JavaExecutable,6,0
spring-boot,JvmUtils,6,0
spring-boot,Layouts,7,7
spring-boot,Libraries,1,2
spring-boot,Library,8,1
spring-boot,LibraryScope,4,1
spring-boot,LogbackInitializer,3,3
spring-boot,MainClassFinder,30,12
spring-boot,Repackager,48,11
spring-boot,RunProcess,30,0
spring-boot,SignalUtils,3,3
spring-boot,SampleApplication,1,0
spring-boot,AbstractDependencyFilterMojo,16,9
spring-boot,AbstractRunMojo,52,10
spring-boot,ArtifactsLibraries,13,7
spring-boot,BuildInfoMojo,3,7
spring-boot,DependencyFilter,7,4
spring-boot,ExcludeFilter,4,4
spring-boot,FilterableDependency,6,1
spring-boot,IncludeFilter,3,4
spring-boot,MatchingGroupIdFilter,2,2
spring-boot,PropertiesMergingResourceTransformer,10,2
spring-boot,RepackageMojo,32,21
spring-boot,RunArguments,8,0
spring-boot,RunMojo,17,6
spring-boot,SpringApplicationAdminClient,13,1
spring-boot,StartMojo,31,11
spring-boot,StopMojo,10,5
spring-amqp-samples,Consumer,1,0
spring-amqp-samples,ConsumerConfiguration,1,5
spring-amqp-samples,HelloWorldHandler,1,0
spring-amqp-samples,Producer,1,2
spring-amqp-samples,ProducerConfiguration,4,12
spring-amqp-samples,BrokerConfigurationApplication,1,3
spring-amqp-samples,HelloWorldConfiguration,4,10
spring-amqp-samples,RabbitServerConfiguration,7,18
spring-amqp-samples,AmqpLogMessage,8,0
spring-amqp-samples,AmqpLogMessageConverter,6,7
spring-amqp-samples,AmqpLogMessageListener,4,1
spring-amqp-samples,AbstractService,4,1
spring-amqp-samples,AppServiceController,24,7
spring-amqp-samples,LogsController,7,14
spring-amqp-samples,SpringBootAmqpAppenderApplication,3,9
spring-amqp-samples,RabbitMQTutorialsApplication,4,7
spring-amqp-samples,RabbitMQTutorialsRunner,1,4
spring-amqp-samples,Tut1Config,3,6
spring-amqp-samples,Tut1Receiver,1,2
spring-amqp-samples,Tut1Sender,1,4
spring-amqp-samples,Tut2Config,2,6
spring-amqp-samples,Tut2Receiver,4,4
spring-amqp-samples,Tut2Sender,3,4
spring-amqp-samples,Tut3Config,2,9
spring-amqp-samples,Tut3Receiver,5,3
spring-amqp-samples,Tut3Sender,3,4
spring-amqp-samples,Tut4Config,2,9
spring-amqp-samples,Tut4Receiver,5,3
spring-amqp-samples,Tut4Sender,2,4
spring-amqp-samples,Tut5Config,2,9
spring-amqp-samples,Tut5Receiver,5,3
spring-amqp-samples,Tut5Sender,2,4
spring-amqp-samples,Tut6Client,1,4
spring-amqp-samples,Tut6Config,0,8
spring-amqp-samples,Tut6Server,4,1
spring-amqp-samples,RabbitClientConfiguration,8,17
spring-amqp-samples,AbstractStockAppRabbitConfiguration,5,14
spring-amqp-samples,RabbitServerConfiguration,2,5
spring-amqp-samples,TradeRequest,18,0
spring-amqp-samples,TradeResponse,21,0
spring-amqp-samples,Stock,7,1
spring-amqp-samples,Quote,11,1
spring-amqp-samples,RabbitStockServiceGateway,4,5
spring-amqp-samples,RabbitMarketDataGateway,3,7
spring-amqp-samples,ClientHandler,4,5
spring-amqp-samples,ServerHandler,3,5
spring-amqp-samples,CreditCheckServiceStub,1,2
spring-amqp-samples,ExecutionVenueServiceStub,5,4
spring-amqp-samples,TradingServiceStub,1,3
spring-amqp-samples,StockController,8,5
spring-amqp-samples,StockPanel,11,9
spring-amqp-samples,QuoteController,15,10
spring-data-graph-examples,App,1,3
spring-data-graph-examples,World,7,4
spring-data-graph-examples,WorldCounter,1,1
spring-data-graph-examples,WorldRepositoryImpl,5,6
spring-data-graph-examples,Actor,7,5
spring-data-graph-examples,ImdbSearchEngineImpl,17,8
spring-data-graph-examples,ImdbServiceImpl,14,12
spring-data-graph-examples,Lookup,14,5
spring-data-graph-examples,Movie,7,4
spring-data-graph-examples,Role,5,6
spring-data-graph-examples,ActorData,3,1
spring-data-graph-examples,ImdbParser,40,4
spring-data-graph-examples,ImdbReaderImpl,5,9
spring-data-graph-examples,MovieData,3,0
spring-data-graph-examples,RoleData,3,0
spring-data-graph-examples,ActorFindControllerDelegate,6,9
spring-data-graph-examples,MovieInfo,8,3
spring-data-graph-examples,ActorForm,2,0
spring-data-graph-examples,ActorInfo,8,3
spring-data-graph-examples,FindController,3,4
spring-data-graph-examples,ImdbSetupControllerDelegate,2,5
spring-data-graph-examples,MovieFindControllerDelegate,4,9
spring-data-graph-examples,MovieForm,2,0
spring-data-graph-examples,SetupController,2,3
spring-data-graph-examples,RestaurantDao,5,5
spring-data-graph-examples,UserAccountDao,7,7
spring-data-graph-examples,Restaurant,13,5
spring-data-graph-examples,UserAccount,16,10
spring-data-graph-examples,BaseApplicationController,5,10
spring-data-graph-examples,RestaurantController,11,11
spring-data-graph-examples,SignUpController,15,17
spring-data-graph-examples,RestaurantRepository,6,6
spring-data-graph-examples,UserAccountRepository,12,7
spring-data-graph-examples,RatedRestaurant,4,2
spring-data-graph-examples,Recommendation,6,5
spring-data-graph-examples,TopRatedRestaurantFinder,2,16
spring-data-graph-examples,TopRatedRestaurantTraverser,5,8
spring-data-graph-examples,FriendController,16,16
spring-data-graph-examples,FriendFormBean,4,0
spring-data-graph-examples,RatedRestaurantBean,9,0
spring-data-graph-examples,RecommendationController,19,12
spring-data-graph-examples,RecommendationFormBean,10,0
spring-data-graph-examples,TopNController,5,14
greenhouse-android,AuthorizeActivity,4,4
greenhouse-android,SignInActivity,12,21
greenhouse-android,EventDescriptionActivity,3,4
greenhouse-android,EventDetailsActivity,9,10
greenhouse-android,EventTweetsActivity,1,7
greenhouse-android,EventsActivity,10,11
greenhouse-android,EventsActivityGroup,5,8
greenhouse-android,EventsListAdapter,8,8
greenhouse-android,EventSessionDescriptionActivity,4,4
greenhouse-android,EventSessionDetailsActivity,12,12
greenhouse-android,EventSessionRatingActivity,15,15
greenhouse-android,EventSessionTweetsActivity,1,8
greenhouse-android,EventSessionsByDayActivity,3,6
greenhouse-android,EventSessionsConferenceFavoritesActivity,1,6
greenhouse-android,EventSessionsCurrentActivity,1,6
greenhouse-android,EventSessionsFilteredActivity,6,6
greenhouse-android,EventSessionsListActivity,7,6
greenhouse-android,EventSessionsListAdapter,8,9
greenhouse-android,EventSessionsMyFavoritesActivity,1,6
greenhouse-android,EventSessionsScheduleActivity,6,6
greenhouse-android,EventSessionsUpcomingActivity,1,6
greenhouse-android,AbstractGreenhouseActivity,15,9
greenhouse-android,AbstractGreenhouseListActivity,15,8
greenhouse-android,InfoActivity,2,5
greenhouse-android,MainActivity,3,4
greenhouse-android,MainApplication,19,11
greenhouse-android,MainTabWidget,1,5
greenhouse-android,ProgressAsyncTask,9,5
greenhouse-android,ProfileActivity,10,14
greenhouse-android,PostTweetActivity,12,13
greenhouse-android,TweetDetailsActivity,14,15
greenhouse-android,TweetsListActivity,11,10
greenhouse-android,TweetsListAdapter,7,8
greenhouse-android,AbstractGreenhouseOperations,7,5
greenhouse-android,EventMixin,1,6
greenhouse-android,EventSessionMixin,1,5
greenhouse-android,EventTemplate,3,4
greenhouse-android,GreenhouseModule,2,2
greenhouse-android,GreenhouseProfileMixin,1,3
greenhouse-android,GreenhouseTemplate,9,11
greenhouse-android,GroupMixin,1,3
greenhouse-android,LeaderMixin,1,3
greenhouse-android,RoomMixin,1,3
greenhouse-android,SessionTemplate,6,7
greenhouse-android,TimeZoneMixin,1,3
greenhouse-android,TweetFeedMixin,1,4
greenhouse-android,TweetMixin,1,3
greenhouse-android,TweetTemplate,9,8
greenhouse-android,UserTemplate,5,4
greenhouse-android,VenueMixin,1,3
greenhouse-android,Event,20,3
greenhouse-android,EventSession,16,2
greenhouse-android,GreenhouseProfile,6,0
greenhouse-android,Group,2,0
greenhouse-android,Leader,4,0
greenhouse-android,Room,4,0
greenhouse-android,TimeZone,2,0
greenhouse-android,Tweet,9,0
greenhouse-android,TweetFeed,5,1
greenhouse-android,Venue,7,0
greenhouse-android,GreenhouseAdapter,5,6
greenhouse-android,GreenhouseConnectionFactory,2,2
greenhouse-android,GreenhouseOAuth2Template,1,1
greenhouse-android,GreenhouseServiceProvider,4,4
Spring-Integration-in-Action,ExecutionsToMailTransformer,1,3
Spring-Integration-in-Action,JobExecutionsRouter,2,2
Spring-Integration-in-Action,JobRestart,1,5
Spring-Integration-in-Action,Notification,5,0
Spring-Integration-in-Action,Payment,8,0
Spring-Integration-in-Action,PaymentChunkListener,2,5
Spring-Integration-in-Action,PaymentFieldSetMapper,1,4
Spring-Integration-in-Action,StubJavaMailSender,12,4
Spring-Integration-in-Action,PaymentWriter,2,5
Spring-Integration-in-Action,FileMessageToJobRequest,3,6
Spring-Integration-in-Action,EmailHeaderEnricher,3,6
Spring-Integration-in-Action,Flight,15,4
Spring-Integration-in-Action,FlightDelayEmailGenerator,1,2
Spring-Integration-in-Action,FlightDelayEvent,2,1
Spring-Integration-in-Action,FlightEventTransformer,2,5
Spring-Integration-in-Action,NotificationDemo,1,3
Spring-Integration-in-Action,SimpleFlightStatusService,1,6
Spring-Integration-in-Action,Profile,2,0
Spring-Integration-in-Action,PassengerProfileEnricher,4,5
Spring-Integration-in-Action,Passenger,4,1
Spring-Integration-in-Action,AssembledCar,2,0
Spring-Integration-in-Action,AssemblyLine,2,3
Spring-Integration-in-Action,Counter,3,2
Spring-Integration-in-Action,FinishedCar,2,0
Spring-Integration-in-Action,PaintShop,2,3
Spring-Integration-in-Action,PieceKit,2,0
Spring-Integration-in-Action,JodaDateTimeAdapter,2,1
Spring-Integration-in-Action,CancellationConfirmation,4,0
Spring-Integration-in-Action,CancellationRequest,3,1
Spring-Integration-in-Action,StubCancellationsService,1,3
Spring-Integration-in-Action,CarRental,11,1
Spring-Integration-in-Action,CarRentalBooking,5,2
Spring-Integration-in-Action,CarRentalQuote,3,2
Spring-Integration-in-Action,CarCriteria,2,1
Spring-Integration-in-Action,FlightBooking,4,2
Spring-Integration-in-Action,FlightQuote,3,2
Spring-Integration-in-Action,FlightSchedule,4,2
Spring-Integration-in-Action,FlightCriteria,4,1
Spring-Integration-in-Action,Hotel,1,1
Spring-Integration-in-Action,HotelBooking,9,2
Spring-Integration-in-Action,HotelQuote,5,2
Spring-Integration-in-Action,HotelCriteria,4,1
Spring-Integration-in-Action,SmsNotifiable,1,2
Spring-Integration-in-Action,FlightNotification,6,3
Spring-Integration-in-Action,TripNotification,3,1
Spring-Integration-in-Action,PaymentManager,3,3
Spring-Integration-in-Action,PaymentSettlement,2,1
Spring-Integration-in-Action,CreditCardPayment,8,2
Spring-Integration-in-Action,FinancialAmount,10,1
Spring-Integration-in-Action,Location,8,2
Spring-Integration-in-Action,BookedLeg,12,4
Spring-Integration-in-Action,BookedTrip,2,2
Spring-Integration-in-Action,CreateTripCommand,2,1
Spring-Integration-in-Action,TripQuoteRequest,4,1
