PROJECT,CLASS,COUPLING
spring-data-jpa,Jsr310JpaConverters,7
spring-data-jpa,ThreeTenBackPortJpaConverters,12
spring-data-jpa,AbstractPersistable,8
spring-data-jpa,JpaSort,23
spring-data-jpa,Specifications,13
spring-data-jpa,AuditingBeanFactoryPostProcessor,5
spring-data-jpa,AuditingEntityListener,6
spring-data-jpa,JpaMetamodelMappingContext,17
spring-data-jpa,JpaPersistentPropertyImpl,15
spring-data-jpa,PersistenceProvider,24
spring-data-jpa,JpaRepositoryExtension,14
spring-data-jpa,AuditingBeanDefinitionParser,10
spring-data-jpa,JpaAuditingRegistrar,9
spring-data-jpa,JpaRepositoriesRegistrar,3
spring-data-jpa,JpaRepositoryConfigExtension,11
spring-data-jpa,EntityGraph,0
spring-data-jpa,AbstractJpaQuery,24
spring-data-jpa,AbstractStringBasedJpaQuery,15
spring-data-jpa,ExpressionBasedStringQuery,5
spring-data-jpa,Jpa21Utils,6
spring-data-jpa,JpaEntityGraph,2
spring-data-jpa,JpaParameters,8
spring-data-jpa,JpaQueryExecution,23
spring-data-jpa,JpaQueryLookupStrategy,18
spring-data-jpa,JpaQueryMethod,17
spring-data-jpa,NamedQuery,15
spring-data-jpa,NativeJpaQuery,8
spring-data-jpa,SpelExpressionStringQueryParameterBinder,12
spring-data-jpa,ParameterMetadataProvider,17
spring-data-jpa,PartTreeJpaQuery,26
spring-data-jpa,QueryUtils,32
spring-data-jpa,SimpleJpaQuery,6
spring-data-jpa,StoredProcedureAttributeSource,9
spring-data-jpa,StoredProcedureAttributes,0
spring-data-jpa,StringQuery,5
spring-data-jpa,DefaultJpaContext,5
spring-data-jpa,EntityManagerBeanDefinitionRegistrarPostProcessor,7
spring-data-jpa,JpaEntityInformationSupport,12
spring-data-jpa,JpaMetamodelEntityInformation,23
spring-data-jpa,JpaPersistableEntityInformation,5
spring-data-jpa,JpaRepositoryFactoryBean,11
spring-data-jpa,JpaRepositoryFactoryBeanUnitTests,22
spring-data-jpa,QueryDslJpaRepository,26
spring-data-jpa,QueryDslRepositorySupport,17
spring-data-jpa,Querydsl,30
spring-data-jpa,SimpleJpaRepository,62
spring-data-jpa,ClasspathScanningPersistenceUnitPostProcessor,10
spring-data-jpa,MergingPersistenceUnitManager,5
spring-data-jpa,JpaMetamodelMappingContextFactoryBean,9
spring-data-mongodb,AggregationFunctionExpressions,6
spring-data-mongodb,AggregationOptions,4
spring-data-mongodb,ConditionalOperator,14
spring-data-mongodb,ExposedFields,8
spring-data-mongodb,ExposedFieldsAggregationOperationContext,7
spring-data-mongodb,GeoNearOperation,6
spring-data-mongodb,GroupOperation,17
spring-data-mongodb,IfNullOperator,10
spring-data-mongodb,LookupOperation,15
spring-data-mongodb,ProjectionOperation,23
spring-data-mongodb,SkipOperation,4
spring-data-mongodb,SortOperation,10
spring-data-mongodb,SpelExpressionTransformer,29
spring-data-mongodb,TypeBasedAggregationOperationContext,11
spring-data-mongodb,TypedAggregation,5
spring-data-mongodb,UnwindOperation,14
spring-data-mongodb,BtreeIndexCounters,5
spring-data-mongodb,IndexField,4
spring-data-mongodb,AbstractMongoEventListener,22
spring-data-mongodb,AfterConvertEvent,3
spring-data-mongodb,AuditingEventListener,7
spring-data-mongodb,ValidatingMongoEventListener,5
spring-data-mongodb,BasicMongoPersistentEntity,24
spring-data-mongodb,BasicMongoPersistentProperty,13
spring-data-mongodb,MongoMappingContext,14
spring-data-mongodb,CachingMongoPersistentProperty,4
spring-data-mongodb,GroupByResults,2
spring-data-mongodb,MongoDbUtils,7
spring-data-mongodb,GridFsCriteria,2
spring-data-mongodb,Field,4
spring-data-mongodb,Order,1
spring-data-mongodb,SpringDataMongodbQuery,9
spring-data-mongodb,UpdateMapper,25
spring-data-mongodb,ExpressionNode,11
se-db4o,CommonConfigurer,11
se-db4o,FileConfigurer,4
se-db4o,ClientConfigurationFactoryBean,4
se-db4o,DiagnosticConfigurer,2
se-db4o,EmbeddedConfigurationFactoryBean,5
se-db4o,EnvironmentConfigurer,1
se-db4o,FreespaceConfigurer,3
se-db4o,IdSystemConfigurer,3
se-db4o,NetworkingConfigurer,4
se-db4o,ObjectClassConfigurer,3
se-db4o,ObjectFieldConfigurer,2
se-db4o,QueryConfigurer,2
se-db4o,ServerConfigurationFactoryBean,6
se-db4o,ResourceStorage,9
se-db4o,Db4oTransactionManager,14
se-db4o,ObjectContainerFactoryBean,7
se-db4o,ObjectServerFactoryBean,3
se-db4o,Db4oTemplate,34
se-db4o,ObjectContainerHolder,2
se-db4o,Db4oDaoSupport,4
spring-bus,ModuleApplicationTests,5
greenhouse,AccountExposingHandlerInterceptor,6
greenhouse,JdbcAccountRepository,17
greenhouse,TwitterConnectInterceptor,9
greenhouse-android,MainApplication,11
greenhouse,JdbcAppRepository,15
greenhouse,EventData,0
greenhouse,JdbcEventLoaderRepository,15
greenhouse,NFJSLoader,10
greenhouse-android,EventSession,2
greenhouse-android,EventSessionMixin,5
greenhouse,JdbcEventRepository,20
greenhouse-android,GroupMixin,3
greenhouse,Invitee,1
greenhouse,InviteeTest,2
greenhouse,JdbcInviteRepository,17
greenhouse,JdbcProfileRepository,12
greenhouse,SettingsController,8
greenhouse,AccountExposingHandlerInterceptorTest,8
greenhouse,SignupController,24
greenhouse,WelcomeMailTransformer,7
greenhouse,EmailUtils,0
greenhouse,SlugUtils,0
spring-guice,SpringModule,11
spring-data-rest,HalBrowser,7
spring-data-rest,ProfileLoader,4
spring-data-rest,User,12
spring-flex-roo,As3ParserClassMetadata,10
spring-flex-roo,As3ParserMetadataProvider,20
spring-mvc-showcase,CallableController,9
spring-mvc-showcase,DeferredResultController,9
spring-mvc-showcase,ConvertController,9
spring-mvc-showcase,CustomArgumentController,6
spring-mvc-showcase,StandardArgumentsController,7
spring-mvc-showcase,ExceptionController,5
spring-mvc-showcase,FileUploadController,8
spring-mvc-showcase,FormController,12
spring-mvc-showcase,ClasslevelMappingController,6
spring-mvc-showcase,MessageConvertersController,14
spring-mvc-showcase,RedirectController,9
spring-mvc-showcase,ResponseController,6
spring-mvc-showcase,SimpleController,3
spring-mvc-showcase,ValidationController,6
spring-mvc-showcase,ViewsController,6
spring-data-document-examples,AlbumRepository,6
spring-data-document-examples,Track,2
spring-tuple,TupleFieldExtractor,3
spring-tuple,JsonToTupleTransformer,5
spring-tuple,MapToTupleTransformer,3
spring-tuple,JsonBytesToTupleConverter,8
spring-tuple,DefaultTupleSerializer,6
spring-tuple,TupleJsonMarshaller,1
spring-tuple,TuplePropertyAccessor,7
spring-data-solr,CustomConversions,9
spring-data-solr,DateTimeConverters,8
spring-data-solr,MappingSolrConverter,37
spring-data-solr,NumberConverters,3
spring-data-solr,SolrJConverter,11
spring-data-solr,Point,1
spring-data-solr,SimpleSolrPersistentEntity,15
spring-data-solr,SimpleSolrPersistentProperty,10
spring-data-solr,SolrPersistentProperty,4
spring-data-solr,DefaultQueryParser,29
spring-data-solr,QueryParserBase,36
spring-data-solr,QueryParsers,2
spring-data-solr,ResultHelper,43
spring-data-solr,SolrExceptionTranslator,11
spring-data-solr,SolrTemplate,75
spring-data-solr,TermsQueryParser,7
spring-data-solr,Criteria,12
spring-data-solr,Crotch,9
spring-data-solr,CurrencyFunction,3
spring-data-solr,DefaultValueFunction,4
spring-data-solr,DistanceFunction,5
spring-data-solr,DivideFunction,5
spring-data-solr,ExistsFunction,4
spring-data-solr,FacetOptions,22
spring-data-solr,FieldWithQueryParameters,4
spring-data-solr,GeoDistanceFunction,5
spring-data-solr,GeoHashFunction,3
spring-data-solr,HighlightOptions,9
spring-data-solr,IfFunction,5
spring-data-solr,Join,3
spring-data-solr,MaxFunction,3
spring-data-solr,NotFunction,4
spring-data-solr,PartialUpdate,6
spring-data-solr,ProductFunction,5
spring-data-solr,SolrQueryCreator,25
spring-data-solr,QueryFunction,4
spring-data-solr,SimpleHighlightQuery,6
spring-data-solr,SimpleQuery,15
spring-data-solr,SimpleStringCriteria,2
spring-data-solr,SpellcheckOptions,2
spring-data-solr,StatsOptions,4
spring-data-solr,TermFrequencyFunction,4
spring-data-solr,DelegatingCursor,8
spring-data-solr,SimpleStatsResult,2
spring-data-solr,DefaultSchemaOperations,16
spring-data-solr,SolrSchemaWriter,6
spring-data-solr,SolrRealtimeGetRequest,7
spring-data-solr,SolrRepositoryConfigExtension,11
spring-data-solr,SolrParameterAccessor,1
spring-data-solr,SolrParameters,5
spring-data-solr,SolrParametersParameterAccessor,8
spring-data-solr,SolrQueryCreatorTests,20
spring-data-solr,SolrQueryMethod,17
spring-data-solr,StringBasedSolrQuery,7
spring-data-solr,MappingSolrEntityInformation,6
spring-data-solr,SimpleSolrRepository,17
spring-data-solr,SolrRepositoryFactory,25
spring-data-solr,HttpSolrClientFactory,6
spring-data-solr,MulticoreSolrClientFactory,2
spring-xd-samples,MediaSerializer,6
spring-xd-samples,Order,4
spring-xd-samples,ProductCategoriesCounter,7
spring-xd-samples,SerializableOrder,8
spring-hateoas,Doc,4
spring-hateoas,Format,0
spring-hateoas,Type,0
spring-hateoas,Hop,5
spring-hateoas,Rels,8
spring-hateoas,Traverson,28
spring-hateoas,AnnotationMappingDiscoverer,1
spring-hateoas,ControllerEntityLinks,6
spring-hateoas,ControllerEntityLinksFactoryBean,6
spring-hateoas,DelegatingEntityLinks,6
spring-hateoas,DelegatingRelProvider,3
spring-hateoas,DummyInvocationUtils,14
spring-hateoas,EmbeddedWrappers,8
spring-hateoas,EvoInflectorRelProvider,1
spring-hateoas,JsonPathLinkDiscoverer,6
spring-hateoas,LinkBuilderSupport,9
spring-hateoas,MethodParameters,6
spring-hateoas,DefaultCurieProvider,5
spring-hateoas,HalEmbeddedBuilder,4
spring-hateoas,HalLinkDiscoverer,1
spring-hateoas,JaxRsLinkBuilderFactory,2
spring-hateoas,JaxRsLinkBuilderFactoryUnitTest,6
spring-hateoas,ControllerLinkBuilder,17
spring-hateoas,ControllerLinkBuilderFactory,16
spring-hateoas,ForwardedHeader,1
spring-hateoas,HeaderLinksResponseEntity,11
spring-hateoas,IdentifiableResourceAssemblerSupport,6
spring-hateoas,ResourceAssemblerSupport,4
spring-hateoas,TypeConstrainedMappingJackson2HttpMessageConverter,2
spring-hateoas,TypeReferences,12
spring-hateoas,IanaRels,0
spring-hateoas,LinkBuilder,3
spring-hateoas,LinkDiscoverers,4
spring-hateoas,EntityLinks,5
spring-hateoas,PagedResources,11
spring-hateoas,ResourceProcessorInvokingHandlerAdapter,7
spring-hateoas,ResourceSupportMixin,6
spring-hateoas,ResourcesMixin,7
spring-hateoas,TemplateVariables,3
spring-hateoas,TemplateVariablesUnitTest,3
spring-hateoas,UriTemplate,8
spring-hateoas,VndErrors,7
spring-batch-admin,DetailedJobInfoResource,4
spring-batch-admin,JobExecutionInfoResource,12
spring-batch-admin,JobInfoResource,1
spring-batch-admin,StepExecutionInfoResource,5
spring-batch-admin,StepExecutionProgressInfo,7
spring-batch-admin,CumulativeHistory,0
spring-batch-admin,StepExecutionHistoryJacksonMixIn,3
spring-batch-admin,JobExecutionInfoResourceRunningJobSerializationTests,6
spring-batch-admin,FileInfoResource,1
spring-batch-admin,JobInstanceInfoResource,3
spring-batch-admin,JobParametersExtractor,2
spring-batch-admin,CompositeApplicationContextFactory,4
spring-batch-admin,JobConfigurationRequestToResourceAdapter,5
spring-batch-admin,StringToJobLaunchRequestAdapter,8
spring-batch-admin,SimpleStepExecutionMetrics,8
spring-batch-admin,SimpleJobExecutionMetrics,10
spring-batch-admin,BatchMBeanExporter,15
spring-batch-admin,JobLauncherSynchronizer,13
spring-batch-admin,LocalFileService,13
spring-batch-admin,JdbcSearchableJobInstanceDao,2
spring-batch-admin,SimpleJobService,33
spring-batch-admin,JobLocatorStepLocator,7
spring-batch-admin,JdbcSearchableJobExecutionDao,12
spring-batch-admin,JdbcSearchableStepExecutionDao,10
spring-batch-admin,FileInfoResourceSerializationTests,2
spring-batch-admin,ThrottledTaskExecutor,2
spring-batch-admin,JobExecutionController,19
spring-batch-admin,LaunchRequest,0
spring-batch-admin,StepExecutionController,15
spring-batch-admin,FileController,16
spring-batch-admin,BatchJobExecutionsController,29
spring-batch-admin,JobController,20
spring-batch-admin,BatchStepExecutionsController,16
spring-batch-admin,BatchJobInstancesController,20
spring-batch-admin,AbstractBatchJobsController,9
spring-batch-admin,TaskSchedulerPoller,12
spring-batch-admin,ParameterUnpackerFilter,5
spring-batch-admin,SessionIdFilter,5
spring-batch-admin,ContentTypeInterceptor,9
spring-batch-admin,HomeController,14
spring-batch-admin,JobConfiguration,12
spring-batch-admin,ExampleItemReader,3
spring-batch-admin,ExampleItemWriter,3
spring-security-oauth,SecurityConfig,6
spring-security-oauth,OAuthCodec,1
spring-security-oauth,CoreOAuthSignatureMethodFactory,13
spring-security-oauth,PlainTextSignatureMethod,3
spring-security-oauth,RSA_SHA1SignatureMethod,3
spring-security-oauth,HMAC_SHA1SignatureMethod,4
spring-security-oauth,ConsumerServiceBeanDefinitionParser,6
spring-security-oauth,CoreOAuthConsumerSupport,17
spring-security-oauth,OAuthConsumerContextFilter,31
spring-security-oauth,HttpSessionOAuthRememberMeServices,6
spring-security-oauth,AccessTokenProcessingFilter,9
spring-security-oauth,ProtectedResourceProcessingFilter,14
spring-security-oauth,UnauthenticatedRequestTokenProcessingFilter,8
spring-security-oauth,UserAuthorizationSuccessfulAuthenticationHandler,5
spring-security-oauth,CoreOAuthProviderSupport,2
spring-security-oauth,UserAuthorizationProcessingFilter,13
spring-security-oauth,InMemoryNonceServices,5
spring-security-oauth,OAuth2ClientAuthenticationProcessingFilter,17
spring-security-oauth,OAuth2ClientContextFilter,20
spring-security-oauth,OAuth2ErrorHandler,13
spring-security-oauth,OAuth2RestTemplate,20
spring-security-oauth,DefaultOAuth2RequestAuthenticator,6
spring-security-oauth,AuthorizationCodeAccessTokenProvider,25
spring-security-oauth,AuthorizationCodeResourceDetails,1
spring-security-oauth,ImplicitAccessTokenProvider,20
spring-security-oauth,ResourceOwnerPasswordAccessTokenProvider,12
spring-security-oauth,JdbcClientTokenServices,10
spring-security-oauth,OAuth2AccessTokenSupport,31
spring-security-oauth,AccessTokenProviderChain,13
spring-security-oauth,DefaultOAuth2ExceptionRenderer,23
spring-security-oauth,OAuth2ExceptionJackson2Deserializer,6
spring-security-oauth,OAuth2AccessTokenJackson1Deserializer,7
spring-security-oauth,OAuth2AccessTokenJackson1Serializer,6
spring-security-oauth,OAuth2AccessTokenJackson2Deserializer,7
spring-security-oauth,OAuth2AccessTokenJackson2Serializer,6
spring-security-oauth,ResourceServerConfiguration,18
spring-security-oauth,ResourceBeanDefinitionParser,8
spring-security-oauth,AuthorizationServerBeanDefinitionParser,8
spring-security-oauth,ClientDetailsServiceBeanDefinitionParser,6
spring-security-oauth,ResourceServerBeanDefinitionParser,5
spring-security-oauth,JaxbOAuth2AccessToken,1
spring-security-oauth,JaxbOAuth2AccessTokenMessageConverter,5
spring-security-oauth,JaxbOAuth2ExceptionMessageConverter,3
spring-security-oauth,JaxbOAuth2ExceptionMessageConverterTests,16
spring-security-oauth,TokenStoreUserApprovalHandler,12
spring-security-oauth,InMemoryApprovalStore,3
spring-security-oauth,JdbcApprovalStore,6
spring-security-oauth,SparklrUserApprovalHandler,5
spring-security-oauth,ApprovalStoreUserApprovalHandler,10
spring-security-oauth,DefaultUserApprovalHandler,3
spring-security-oauth,TokenApprovalStore,5
spring-security-oauth,OAuth2AuthenticationDetailsSource,4
spring-security-oauth,OAuth2AuthenticationManager,10
spring-security-oauth,OAuth2AuthenticationProcessingFilter,21
spring-security-oauth,JdbcClientDetailsService,20
spring-security-oauth,ClientCredentialsTokenEndpointFilter,14
spring-security-oauth,BaseClientDetails,17
spring-security-oauth,ClientDetailsUserDetailsService,7
spring-security-oauth,JdbcAuthorizationCodeServices,7
spring-security-oauth,AuthorizationCodeTokenGranter,14
spring-security-oauth,InMemoryAuthorizationCodeServices,2
spring-security-oauth,TokenKeyEndpoint,7
spring-security-oauth,TokenEndpointAuthenticationFilter,24
spring-security-oauth,AuthorizationEndpoint,38
spring-security-oauth,CheckTokenEndpoint,15
spring-security-oauth,FrameworkEndpointHandlerMapping,8
spring-security-oauth,DefaultRedirectResolver,5
spring-security-oauth,WhitelabelApprovalEndpoint,5
spring-security-oauth,SpelView,8
spring-security-oauth,ExactMatchRedirectResolver,1
spring-security-oauth,WhitelabelErrorEndpoint,5
spring-security-oauth,OAuth2AuthenticationEntryPoint,9
spring-security-oauth,OAuth2AccessDeniedHandler,5
spring-security-oauth,OAuth2SecurityExpressionMethods,2
spring-security-oauth,OAuth2ExpressionParser,3
spring-security-oauth,OAuth2MethodSecurityExpressionHandler,5
spring-security-oauth,OAuth2WebSecurityExpressionHandler,5
spring-security-oauth,InMemoryImplicitGrantService,3
spring-security-oauth,ResourceOwnerPasswordTokenGranter,12
spring-security-oauth,OAuth2RequestValidator,3
spring-security-oauth,AuthorizationRequest,5
spring-security-oauth,OAuth2AuthenticationDetails,3
spring-security-oauth,AccessTokenRequestConverter,4
spring-security-oauth,DefaultOAuth2RequestValidator,5
spring-security-oauth,DefaultTokenServices,24
spring-security-oauth,DefaultUserAuthenticationConverter,6
spring-security-oauth,DefaultAccessTokenConverter,8
spring-security-oauth,JdbcTokenStore,12
spring-security-oauth,InMemoryTokenStore,6
spring-security-oauth,JwtTokenStore,12
spring-security-oauth,JwtAccessTokenConverter,18
spring-security-oauth,RedisTokenStoreSerializationStrategy,2
spring-security-oauth,ClientScopeVoter,10
spring-security-oauth,ScopeVoter,8
spring-security-oauth,Application,16
spring-security-oauth,ApplicationTests,5
spring-security-oauth,ClientApplication,13
spring-security-oauth,CombinedApplication,9
